cve,created_at,source,body
['CVE-2024-55656'],2025-01-08,mastodon,"CVE-2024-55656 - Redis RedisBloom Probabilistic Data Structures Integer Overflow Information Leak Out-of-Bounds Write January 08, 2025 at 04:15PM  https:// ift.tt/lYifOoy   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2022-45186'],2025-01-08,mastodon,"CVE-2022-45186 - ""SuiteCRM Unauthenticated Database Field Recovery"" January 07, 2025 at 08:15PM  https:// ift.tt/Ig0fuN5   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-55414'],2025-01-08,mastodon,"CVE-2024-55414 - Motorola SM56 Modem WDM Driver Privilege Escalationlsa January 07, 2025 at 06:15PM  https:// ift.tt/JjOKQFz   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-50660'],2025-01-08,mastodon,"CVE-2024-50660 - AdPortal File Upload Bypass Arbitrary Code Execution January 07, 2025 at 06:15PM  https:// ift.tt/iYGpru1   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-50658'],2025-01-08,mastodon,"CVE-2024-50658 - AdPortal SSTI Vulnerability January 07, 2025 at 06:15PM  https:// ift.tt/Iy2bDaP   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-54819'],2025-01-08,mastodon,"CVE-2024-54819 - I Librarian SSRF January 07, 2025 at 08:15PM  https:// ift.tt/q4zFsvw   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-35532'],2025-01-08,mastodon,"CVE-2024-35532 - Intersec Geosafe-ea XML External Entity (XXE) Injection Vulnerability January 07, 2025 at 08:15PM  https:// ift.tt/ZbEtvY4   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2022-41573'],2025-01-08,mastodon,"CVE-2022-41573 - Ovidentia Image Upload RCE Vulnerability January 07, 2025 at 08:15PM  https:// ift.tt/7EV5knq   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2022-41572'],2025-01-08,mastodon,"CVE-2022-41572 - EyesOfNetwork EON Privilege Escalation Vulnerability January 07, 2025 at 08:15PM  https:// ift.tt/mHL8g6k   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-0247'],2025-01-08,mastodon,"CVE-2025-0247 - ""Mozilla Firefox Memory Corruption Vulnerability"" January 07, 2025 at 04:15PM  https:// ift.tt/GFmrnOp   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-54676'],2025-01-08,mastodon,"CVE-2024-54676 - Apache OpenMeetings Object Deserialization Vulnerability January 08, 2025 at 09:15AM  https:// ift.tt/gVBTXH5   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-45033'],2025-01-08,mastodon,"CVE-2024-45033 - Apache Airflow Fab Provider Insufficient Session Expiration Remote Authentication Bypass January 08, 2025 at 09:15AM  https:// ift.tt/1c3sBWA   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-12854'],2025-01-08,mastodon,"CVE-2024-12854 - ""WordPress Garden Gnome Package Plugin Remote Code Execution File Upload Vulnerability"" January 08, 2025 at 10:15AM  https:// ift.tt/9P2kMpi   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-12853'],2025-01-08,mastodon,"CVE-2024-12853 - WordPress Modula Image Gallery Remote File Upload Vulnerability January 08, 2025 at 10:15AM  https:// ift.tt/qsgPDk6   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-52316'],2025-01-08,mastodon,"Authentication Bypass Vulnerability Found in Dell OpenManage Server Administrator 

Authentication Bypass Vulnerability Found in Dell OpenManage Server Administrator

    

        

            

        

    

    

        

            Dell Technologies has issued a critical security advisory for its OpenManage Server Administrator (OMSA) software. The advisory addresses a high-severity vulnerability (CVE-2024-52316) in Apache Tomca ... 

            Read more

        

        

        

            

                 Published Date: 

                    Jan 08, […]

 https:// whalers.ir/blog/authentication -bypass-vulnerability-found-in-dell-openmanage-server-administrator/2463/"
['CVE-2024-41713'],2025-01-08,mastodon,"CISA KEV UPDATE Part I – January 2025 

CISA KEV UPDATE Part I – January 2025

    

        

            

        

    

    

        

            The US CISA has added 3  vulnerabilities to its Known Exploited Vulnerabilities (KEV) Catalog based on the evidence of active exploitation.CVE-2024-41713: Mitel MiCollab Path Traversal VulnerabilityDe ... 

            Read more

        

        

        

            

                 Published Date: 

                    Jan 08, 2025 (8 hours, 43 minutes ago)

         […]

 https:// whalers.ir/blog/cisa-kev-updat e-part-i-january-2025/2459/"
['CVE-2024-11350'],2025-01-08,mastodon,"CVE-2024-11350 - AdForest WordPress Privilege Escalation Vulnerability January 08, 2025 at 09:15AM  https:// ift.tt/VXyWoEf   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-11635'],2025-01-08,mastodon,"CVE-2024-11635 - Acunil WordPress File Upload Remote Code Execution Vulnerability January 08, 2025 at 08:15AM  https:// ift.tt/pvklJVT   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-11613'],2025-01-08,mastodon,"CVE-2024-11613 - WordPress File Upload Plugin Remote Code Execution and File Access Vulnerability January 08, 2025 at 07:15AM  https:// ift.tt/kuCI0TL   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-11271'],2025-01-08,mastodon,"CVE-2024-11271 - WordPress WebinarPress Unauthenticated Data Modification Vulnerability January 08, 2025 at 05:15AM  https:// ift.tt/aZfclir   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-11270'],2025-01-08,mastodon,"CVE-2024-11270 - WordPress WebinarPress Arbitrary File Creation Vulnerability (Remote Code Execution) January 08, 2025 at 05:15AM  https:// ift.tt/MihDTHB   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-11816'],2025-01-08,mastodon,"CVE-2024-11816 - WordPress WP Extended Remote Code Execution (RCE) January 08, 2025 at 04:15AM  https:// ift.tt/4eoQ3vq   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-50603'],2025-01-08,mastodon,"CVE-2024-50603 - Aviatrix Controller Command Injection Vulnerability January 08, 2025 at 01:15AM  https:// ift.tt/UtbTEKI   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-22133'],2025-01-07,mastodon,"CVE-2025-22133 - WeGIA File Upload Vulnerability (Remote Code Execution) January 07, 2025 at 10:15PM  https:// ift.tt/pcBSley   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-22132'],2025-01-07,mastodon,"CVE-2025-22132 - WeGIA Charitable Institutions XSS File Upload Vulnerability January 07, 2025 at 10:15PM  https:// ift.tt/SCGQNMU   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-55555'],2025-01-07,mastodon,"CVE-2024-55555 - Invoice Ninja Laravel RCE January 07, 2025 at 05:15PM  https:// ift.tt/DIZXyrx   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-53345'],2025-01-07,mastodon,"CVE-2024-53345 - ""Car Rental Management System RCE File Upload Vulnerability"" January 07, 2025 at 04:15PM  https:// ift.tt/eZPEVKO   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-22519'],2025-01-07,mastodon,"CVE-2025-22519 - eDoc Easy Tables SQL Injection January 07, 2025 at 04:15PM  https:// ift.tt/ngjuHK4   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-21624'],2025-01-07,mastodon,"CVE-2025-21624 - ClipBucket PHP File Upload Web Shell Trick Vulnerability January 07, 2025 at 04:15PM  https:// ift.tt/b3Q8AMS   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-53800'],2025-01-07,mastodon,"CVE-2024-53800 - Rezgo PHP RFI Vulnerability January 07, 2025 at 04:15PM  https:// ift.tt/9Zvupmi   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-40702'],2025-01-07,mastodon,"CVE-2024-40702 - IBM Cognos Controller TLS Certificate Validation Vulnerability January 07, 2025 at 04:15PM  https:// ift.tt/hw0mquN   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-8855'],2025-01-07,mastodon,"CVE-2024-8855 - ""Auction Plugin SQL Injection Vulnerability in WordPress"" January 07, 2025 at 06:15AM  https:// ift.tt/J4yG8D6   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-22348'],2025-01-07,mastodon,"CVE-2025-22348 - RTO GmbH DynamicTags SQL Injection January 07, 2025 at 11:15AM  https:// ift.tt/lKIMPyn   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-22347'],2025-01-07,mastodon,"CVE-2025-22347 - BannerSky BSK Forms Blacklist CSRF/Blind SQL Injection Vulnerability January 07, 2025 at 11:15AM  https:// ift.tt/rh2gnca   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-56291'],2025-01-07,mastodon,"CVE-2024-56291 - Plainware PlainInventory Object Injection Vulnerability January 07, 2025 at 11:15AM  https:// ift.tt/e2XtpP9   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-56290'],2025-01-07,mastodon,"CVE-2024-56290 - Silverplugins217 Multiple Shipping And Billing Address For Woocommerce SQL Injection January 07, 2025 at 11:15AM  https:// ift.tt/aFD7LTI   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-56284'],2025-01-07,mastodon,"CVE-2024-56284 - SSL Wireless SQL Injection Vulnerability January 07, 2025 at 11:15AM  https:// ift.tt/UrGb9Tu   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-56283'],2025-01-07,mastodon,"CVE-2024-56283 - plainware.com Locatoraid Store Locator Object Injection Vulnerability January 07, 2025 at 11:15AM  https:// ift.tt/jp1sdJw   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-56280'],2025-01-07,mastodon,"CVE-2024-56280 - ""Amento Tech Pvt Ltd WPGuppy Privilege Escalation Vulnerability"" January 07, 2025 at 11:15AM  https:// ift.tt/YkobypE   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-56278'],2025-01-07,mastodon,"CVE-2024-56278 - Smackcoders WP Ultimate Exporter Code Injection Vulnerability January 07, 2025 at 11:15AM  https:// ift.tt/fBgEQo8   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-51715'],2025-01-07,mastodon,"CVE-2024-51715 - ClickWhale SQL Injection Vulnerability January 07, 2025 at 11:15AM  https:// ift.tt/NcsovHy   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-49649'],2025-01-07,mastodon,"CVE-2024-49649 - Abdul Hakeem Build App Online PHP Remote File Inclusion January 07, 2025 at 11:15AM  https:// ift.tt/WcFyM7J   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-49644'],2025-01-07,mastodon,"CVE-2024-49644 - AllAccessible Team Accessibility Privilege Escalation January 07, 2025 at 11:15AM  https:// ift.tt/oVexrWU   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-49249'],2025-01-07,mastodon,"CVE-2024-49249 - SMSA Express SMSA Shipping Path Traversal Vulnerability January 07, 2025 at 11:15AM  https:// ift.tt/ecNOC78   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-49222'],2025-01-07,mastodon,"CVE-2024-49222 - Amento Tech Pvt Ltd WPGuppy Object Injection Vulnerability January 07, 2025 at 11:15AM  https:// ift.tt/53FGh7l   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-43243'],2025-01-07,mastodon,"CVE-2024-43243 - ThemeGlow JobBoard Unrestricted File Upload Vulnerability January 07, 2025 at 11:15AM  https:// ift.tt/UfmSeCW   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-47398'],2025-01-07,mastodon,"CVE-2024-47398 - OpenHarmony Boot Problematic OUT-of-Bounds Write January 07, 2025 at 08:15AM  https:// ift.tt/0UpbNvo   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-12202'],2025-01-07,mastodon,"CVE-2024-12202 - Croma Music Plugin for WordPress Privilege Escalation January 07, 2025 at 08:15AM  https:// ift.tt/rMQzGcS   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-11626'],2025-01-07,mastodon,"CVE-2024-11626 - Progress Sitefinity Sitefinity Cross-site Scripting (XSS) Vulnerability January 07, 2025 at 08:15AM  https:// ift.tt/bAukVcS   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-11725'],2025-01-07,mastodon,"CVE-2024-11725 - WordPress WooCommerce SMS Alert Order Notifications Privilege Escalation January 07, 2025 at 07:15AM  https:// ift.tt/MXvD4jN   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-12535'],2025-01-07,mastodon,"CVE-2024-12535 - ""WordPress Host PHP Info Plugin Unauthenticated Arbitrary Configuration Disclosure"" January 07, 2025 at 06:15AM  https:// ift.tt/176Ctgo   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-12471'],2025-01-07,mastodon,"CVE-2024-12471 - Dezgo AI Text & Image Generator Plugin for WordPress Arbitrary File Upload Vulnerability January 07, 2025 at 06:15AM  https:// ift.tt/4CYWSMc   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-12470'],2025-01-07,mastodon,"CVE-2024-12470 - SakolaWP WordPress Privilege Escalation Vulnerability January 07, 2025 at 05:15AM  https:// ift.tt/YxkLyci   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-12322'],2025-01-07,mastodon,"CVE-2024-12322 - WordPress ThePerfectWedding.nl Widget CSRF Vulnerability January 07, 2025 at 05:15AM  https:// ift.tt/9rXMGbw   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-12313'],2025-01-07,mastodon,"CVE-2024-12313 - ""WooCommerce Compare Products PHP Object Injection Vulnerability"" January 07, 2025 at 05:15AM  https:// ift.tt/5QwIa2Z   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-12264'],2025-01-07,mastodon,"CVE-2024-12264 - PayU CommercePro Plugin WordPress Privilege Escalation January 07, 2025 at 05:15AM  https:// ift.tt/hX2scgI   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-12252'],2025-01-07,mastodon,"CVE-2024-12252 - WordPress SEO LAT Auto Post File Overwrite Remote Code Execution January 07, 2025 at 05:15AM  https:// ift.tt/I7JwyRC   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-12402'],2025-01-07,mastodon,"CVE-2024-12402 - WooCommerce Themes Coder – WordPress Plugin Privilege Escalation January 07, 2025 at 04:15AM  https:// ift.tt/VblGMnI   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-22395'],2025-01-07,mastodon,"CVE-2025-22395 - Dell Update Package Framework Local Privilege Escalation Vulnerability January 07, 2025 at 03:15AM  https:// ift.tt/OCDB4Z0   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-55076'],2025-01-06,mastodon,"CVE-2024-55076 - Grocy CSRF Password Change Vulnerability January 06, 2025 at 09:15PM  https:// ift.tt/ZlqmdTR   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-55074'],2025-01-06,mastodon,"CVE-2024-55074 - Grocy Stored XSS Privilege Escalation Vulnerability January 06, 2025 at 08:15PM  https:// ift.tt/AxQ254E   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-55529'],2025-01-06,mastodon,"CVE-2024-55529 - Z-BlogPHP Theme Shell Template Code Execution Vulnerability January 06, 2025 at 06:15PM  https:// ift.tt/T1hyBm4   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-21613'],2025-01-06,mastodon,"CVE-2025-21613 - Go-Get Argument Injection Vulnerability January 06, 2025 at 05:15PM  https:// ift.tt/aAWUMN6   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-5594'],2025-01-06,mastodon,"CVE-2024-5594 - OpenVPN PATH Injection Vulnerability January 06, 2025 at 02:15PM  https:// ift.tt/3n7o19d   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-21612'],2025-01-06,mastodon,"CVE-2025-21612 - TabberNeue Cross-Site Scripting January 06, 2025 at 04:15PM  https:// ift.tt/D1VnB3H   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-21611'],2025-01-06,mastodon,"CVE-2025-21611 - Tgstation-Server Authorization Bypass January 06, 2025 at 04:15PM  https:// ift.tt/25uDbLo   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-20154'],2025-01-06,mastodon,"CVE-2024-20154 - Huawei Modem Out-of-Bounds Write Vulnerability (Remote Code Execution) January 06, 2025 at 04:15AM  https:// ift.tt/0DjhaZB   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-20148'],2025-01-06,mastodon,"CVE-2024-20148 - Cisco Wireless Controller Out-of-Bounds Write Remote Code Execution January 06, 2025 at 04:15AM  https:// ift.tt/5NGypU6   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-20146'],2025-01-06,mastodon,"CVE-2024-20146 - Cisco Wireless LAN STA Driver Out-of-Bounds Write Vulnerability January 06, 2025 at 04:15AM  https:// ift.tt/Crak3zb   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-13079'],2025-01-06,mastodon,"CVE-2024-13079 - PhpGurukul Land Record System SQL Injection December 31, 2024 at 08:15PM  https:// ift.tt/2znC6Nb   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-13078'],2025-01-06,mastodon,"CVE-2024-13078 - PHPGurukul Land Record System SQL Injection Vulnerability December 31, 2024 at 07:15PM  https:// ift.tt/DMUqGp0   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-13085'],2025-01-06,mastodon,"CVE-2024-13085 - PHPGurukul Land Record System SQL Injection December 31, 2024 at 11:15PM  https:// ift.tt/zJow8TC   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-13084'],2025-01-06,mastodon,"CVE-2024-13084 - ""PHPGurukul Land Record System SQL Injection Vulnerability"" December 31, 2024 at 10:15PM  https:// ift.tt/vATbwVs   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-45555'],2025-01-06,mastodon,"CVE-2024-45555 - Citrix Hypervisor Memory Corruption Vulnerability January 06, 2025 at 11:15AM  https:// ift.tt/1a2VD7F   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-21464'],2025-01-06,mastodon,"CVE-2024-21464 - Cisco ASA Denial of Service January 06, 2025 at 11:15AM  https:// ift.tt/qTe8RrM   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-10957'],2025-01-04,mastodon,"CVE-2024-10957 - UpdraftPlus: WP Backup & Migration Plugin PHP Object Injection January 04, 2025 at 02:15PM  https:// ift.tt/K9CNj3s   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-12583'],2025-01-04,mastodon,"CVE-2024-12583 - Dynamics 365 Integration Plugin for WordPress Remote Code Execution and Arbitrary File Read Vulnerability January 04, 2025 at 09:15AM  https:// ift.tt/7t1EZe4   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-10932'],2025-01-04,mastodon,"CVE-2024-10932 - WordPress Backup Migration PHP Object Injection Vulnerability January 04, 2025 at 08:15AM  https:// ift.tt/lSFvAcQ   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-22376'],2025-01-03,mastodon,"CVE-2025-22376 - Apache Net::OAuth Client Nonce Generation Vulnerability January 03, 2025 at 10:15PM  https:// ift.tt/4kO1Jos   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-53842'],2025-01-03,mastodon,"CVE-2024-53842 - ""Adobe CC Remote Code Execution via Out-of-Bounds Write"" January 03, 2025 at 04:15AM  https:// ift.tt/Sr96moN   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-43767'],2025-01-03,mastodon,"CVE-2024-43767 - Adobe Photoshop SkBlurMaskFilter Heap Overflow Vulnerability January 03, 2025 at 01:15AM  https:// ift.tt/9CW0sTX   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-13129'],2025-01-03,mastodon,"CVE-2024-13129 - ""Roxy-WI OS Command Injection Vulnerability"" January 03, 2025 at 10:15PM  https:// ift.tt/OHu4C8w   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-35365'],2025-01-03,mastodon,"CVE-2024-35365 - FFmpeg Double-Free Vulnerability January 03, 2025 at 06:15PM  https:// ift.tt/XbU4Si9   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-55507'],2025-01-03,mastodon,"CVE-2024-55507 - CodeAstro Complaint Management System Privilege Escalation Vulnerability January 03, 2025 at 04:15PM  https:// ift.tt/i9JFljP   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-55078'],2025-01-03,mastodon,"CVE-2024-55078 - WukongCRM Arbitrary Code Execution Vulnerability January 03, 2025 at 03:15PM  https:// ift.tt/aIVLtQr   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-9140'],2025-01-03,mastodon,"CVE-2024-9140 - Moxa Cellular Routers and Network Security Appliances OS Command Injection Vulnerability January 03, 2025 at 09:15AM  https:// ift.tt/Ha2Z5kc   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-22275'],2025-01-03,mastodon,"CVE-2025-22275 - iTerm2 Information Disclosure January 03, 2025 at 05:15AM  https:// ift.tt/wy03WS9   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-39623'],2025-01-02,mastodon,"CVE-2024-39623 - CridioStudio ListingPro CSRF Authentication Bypass January 02, 2025 at 01:15PM  https:// ift.tt/VBPvN1K   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-56249'],2025-01-02,mastodon,"CVE-2024-56249 - Webdeclic WPMasterToolKit Unrestricted File Upload Vulnerability January 02, 2025 at 12:15PM  https:// ift.tt/klwGUTt   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2023-47179'],2025-01-02,mastodon,"CVE-2023-47179 - ByConsole WooODT Lite Missing Authorizationτογραφ January 02, 2025 at 12:15PM  https:// ift.tt/0tMY4VP   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-56829'],2025-01-02,mastodon,"CVE-2024-56829 - Huang Yaoshi Pharmaceutical File Upload Vulnerability (Arbitrary File Write) January 02, 2025 at 04:15AM  https:// ift.tt/KPg8LG0   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-25133'],2024-12-31,mastodon,"CVE-2024-25133 - OpenShift Dedicated Hive ClusterDeployments Privilege Escalation December 31, 2024 at 03:15PM  https:// ift.tt/QyXOhof   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-56207'],2024-12-31,mastodon,"CVE-2024-56207 - EditionGuard for WooCommerce eBook Sales with DRM CSRF Privilege Escalation December 31, 2024 at 02:15PM  https:// ift.tt/Dow3K5b   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-56206'],2024-12-31,mastodon,"CVE-2024-56206 - Amarjeet Amar Gap-Hub User Role CSRF Authentication Bypass December 31, 2024 at 02:15PM  https:// ift.tt/vQNgS8j   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
