id,created_at,cve,body
114257829782218361,2025-03-31T15:48:43.394Z,['CVE-2025-31542'],"CVE-2025-31542 - Allegro WPHocus SQL Injection March 31, 2025 at 01:15PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114257829734076514,2025-03-31T15:48:42.655Z,['CVE-2025-31526'],"CVE-2025-31526 - Behance Portfolio Manager SQL Injection Vulnerability March 31, 2025 at 01:15PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114257829706329336,2025-03-31T15:48:42.230Z,['CVE-2025-29266'],"CVE-2025-29266 - Unraid Tailscale Unauthenticated Root Access Vulnerability March 31, 2025 at 01:15PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114256148561789858,2025-03-31T08:41:09.000Z,"['CVE-2025-1974', 'CVE-2025-1974', 'CVE-2025-1974', 'CVE-2025-1974', 'CVE-2025-1', 'CVE-2025-1974', 'CVE-2025-1974', 'CVE-2025-1974', 'CVE-2025-1974', 'CVE-2021-25742']","Quite some ,IngressNightmare ,CVE -2025-1974 PoCs on GitHub now that look good at a cursory review: <URL> Nightmare-PoC <URL> 1974/ <URL> htmare-CVE-2025-1974-exps/ <URL> 974-poc/ <URL> ightmare-PoC <URL> <URL> sNightmare-CVE-2025-1974 Quick note on exploits trying to use nginx.ingress.kubernetes.io/server-snippet: That annotation has been identified as an issue before and has been disabled to mitigate CVE-2021-25742."
114255941665177453,2025-03-31T07:48:33.010Z,['CVE-2025-26689'],"CVE-2025-26689 - Choco Tei Watcher Mini HTTP Forced Browsing Vulnerability March 31, 2025 at 05:15AM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114255941618338091,2025-03-31T07:48:32.298Z,['CVE-2025-25211'],"CVE-2025-25211 - CHOCO TEI WATCHER mini Weak Password Authentication Bypass March 31, 2025 at 05:15AM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114255469489298392,2025-03-31T05:48:28.179Z,['CVE-2025-3011'],"CVE-2025-3011 - PiExtract SOOP-CLM SQL Injection Vulnerability March 31, 2025 at 04:15AM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114254996894620537,2025-03-31T03:48:16.954Z,['CVE-2025-1268'],"CVE-2025-1268 - Generic Plus Printer Driver OOB Write March 31, 2025 at 02:15AM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114247886950406035,2025-03-29T21:40:07.831Z,['CVE-2025-31160'],"CVE-2025-31160 Atop 2.11 heap problems <URL> y/2025/03/29/1 ,HackerNews ,CVE -2025-31160 ,heap ,vulnerabilities ,security ,issues ,OpenWall ,OSS ,security"
114245088728731761,2025-03-29T09:48:30.342Z,['CVE-2025-2266'],"CVE-2025-2266 - WooCommerce Checkout Mestres do WP Privilege Escalation Vulnerability March 29, 2025 at 07:15AM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114245088705143041,2025-03-29T09:48:29.980Z,['CVE-2025-2249'],"CVE-2025-2249 - ""WordPress SoJ SoundSlides Arbitrary File Upload Vulnerability"" March 29, 2025 at 07:15AM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114245088656993111,2025-03-29T09:48:29.258Z,['CVE-2025-2006'],"CVE-2025-2006 - ""BBPress Inline Image Upload Arbitrary File Upload Vulnerability"" March 29, 2025 at 07:15AM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114241785248469459,2025-03-28T19:48:23.232Z,['CVE-2025-28138'],"CVE-2025-28138 - TOTOLINK A800R Remote Command Execution Vulnerability March 27, 2025 at 04:15PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114241313381291078,2025-03-28T17:48:23.112Z,['CVE-2025-29928'],"CVE-2025-29928 - Authentik Persistent Session Storage Vulnerability (Session Hijacking) March 28, 2025 at 03:15PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114241313352450301,2025-03-28T17:48:22.673Z,['CVE-2025-22526'],"CVE-2025-22526 - Apache PHP MySQL Untrusted Data Object Injection March 28, 2025 at 03:15PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114241313323990222,2025-03-28T17:48:22.236Z,['CVE-2025-22523'],"CVE-2025-22523 - Apache NotFound SQL Injection Vulnerability March 28, 2025 at 03:15PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114241313293991272,2025-03-28T17:48:21.781Z,['CVE-2024-54362'],"CVE-2024-54362 - GetShop Ecommerce Path Traversal March 28, 2025 at 03:15PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114241313247104828,2025-03-28T17:48:21.069Z,['CVE-2024-54291'],"CVE-2024-54291 - Apache NotFound PluginPass Path Traversal Vulnerability March 28, 2025 at 03:15PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114241313210115652,2025-03-28T17:48:20.501Z,['CVE-2025-30093'],"CVE-2025-30093 - HTCondor Authorization Bypass Vulnerability March 27, 2025 at 07:15PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114241313172432680,2025-03-28T17:48:19.928Z,['CVE-2025-29306'],"CVE-2025-29306 - FoxCMS Remote Code Execution Vulnerability March 27, 2025 at 07:15PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114241313140278284,2025-03-28T17:48:19.437Z,['CVE-2025-25686'],"CVE-2025-25686 - SEM CMS SQL Injection Vulnerability March 27, 2025 at 04:15PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114241313101485824,2025-03-28T17:48:18.845Z,['CVE-2025-2857'],"CVE-2025-2857 - Mozilla Firefox Windows IPC Sandbox Escape March 27, 2025 at 02:15PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114240369346232827,2025-03-28T13:48:18.281Z,['CVE-2025-31466'],"CVE-2025-31466 - Falcon Solutions Duplicate Page and Post SQL Injection Vulnerability March 28, 2025 at 12:15PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114240369299806047,2025-03-28T13:48:17.588Z,['CVE-2025-2815'],"CVE-2025-2815 - WordPress Administrator Z Plugin Privilege Escalation Vulnerability March 28, 2025 at 12:15PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114239898685705363,2025-03-28T11:48:36.572Z,['CVE-2025-27932'],"CVE-2025-27932 - HGW-BL1500HM Path Traversal Vulnerability March 28, 2025 at 09:15AM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114239898642268488,2025-03-28T11:48:35.908Z,['CVE-2025-27718'],"CVE-2025-27718 - HGW-BL1500HM Path Traversal Vulnerability March 28, 2025 at 09:15AM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114239190679668991,2025-03-28T08:48:33.255Z,['CVE-2025-2328'],"CVE-2025-2328 - WordPress Contact Form 7 Drag and Drop Multiple File Upload Unvalidated File Path Deletion Vulnerability March 28, 2025 at 07:15AM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114238964588147282,2025-03-28T07:51:00.000Z,['CVE-2025-2857'],"Firefox also a patch error related to escaping with Sandbox under Windows, we barely announced that the chrome lata error used in the Forumtroll campaign, and the susceptibility of the same type of Firefox pat. It has been marked with the CVE-2025-2857 number. It is directly related to the susceptibility previously found in Chrome and, like it, only applies to escaping with Sandbox in Windows. According to Mozilla, safe, corrected. ,Wgeg ,cve ,firefox ,Windows https: // sekurak.pl/firefox-takze-lata- blad-zwiazany-z-cieczka-z-sandbox-pod-indows/"
114238953232212991,2025-03-28T07:48:10.098Z,['CVE-2025-2294'],"CVE-2025-2294 - Kubio AI Page Builder for WordPress Local File Inclusion Vulnerability March 28, 2025 at 05:15AM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114238481995188399,2025-03-28T05:48:19.592Z,['CVE-2025-24381'],"CVE-2025-24381 - Dell Unity Open Redirect Vulnerability March 28, 2025 at 03:15AM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114238481965587319,2025-03-28T05:48:19.140Z,['CVE-2025-24383'],"CVE-2025-24383 - Dell Unity OS Command Injection Vulnerability March 28, 2025 at 02:15AM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114237774692107328,2025-03-28T02:48:27.001Z,['CVE-2025-22398'],"CVE-2025-22398 - ""Dell Unity OS Command Injection Vulnerability"" March 28, 2025 at 02:15AM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114237651002411399,2025-03-28T02:16:58.000Z,['CVE-2025-2857'],"Firefox 0-day security vulnerability (CVE-2025-2857) patched Mozilla patches a sandbox escape vulnerability that is already being exploited (in Chrome) :firefox: mozilla.org/en-US/security/adv isories/mfsa2025-19/ Announced: 2025-03-27 Impact: critical Products: Firefox, Firefox ESR ( Firefox on Windows only ) Fixed in: • Firefox 136.0.4 :windows: • Firefox ESR 115.21.1 :windows: • Firefox ESR 128.8.1 :windows: ,Firefox ,InfoSec ,CVE ,CVE20252857"
114237538097368060,2025-03-28T01:48:16.853Z,['CVE-2025-30232'],"CVE-2025-30232 - Exim Use-After-Free Privilege Escalation March 28, 2025 at 12:15AM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114237067319007048,2025-03-27T23:48:33.348Z,['CVE-2025-26898'],"CVE-2025-26898 - Shinetheme Traveler SQL Injection March 27, 2025 at 10:15PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114237067291217003,2025-03-27T23:48:32.921Z,['CVE-2025-26873'],"CVE-2025-26873 - Shinetheme Traveler Deserialization of Untrusted Data Remote Code Execution Vulnerability March 27, 2025 at 10:15PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114237067242443253,2025-03-27T23:48:32.181Z,['CVE-2025-26733'],"CVE-2025-26733 - Shinetheme Traveler Missing Authorization March 27, 2025 at 10:15PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114235655114656808,2025-03-27T17:49:24.816Z,['CVE-2025-26909'],"CVE-2025-26909 - Hide My WP Ghost PHP Remote File Inclusion Vulnerability March 27, 2025 at 04:15PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114235655070979564,2025-03-27T17:49:24.151Z,['CVE-2025-22783'],"CVE-2025-22783 - Squirrly SEO SQL Injection March 27, 2025 at 04:15PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114235655039779713,2025-03-27T17:49:23.675Z,['CVE-2025-30358'],"CVE-2025-30358 - Mesop Class Pollution Vulnerability March 27, 2025 at 03:16PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114234944943301733,2025-03-27T14:48:48.462Z,['CVE-2025-2255'],"CVE-2025-2255 - Gitlab AppSec Cross-Site Scripting (XSS) Vulnerability March 27, 2025 at 01:15PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114234944910414342,2025-03-27T14:48:47.959Z,['CVE-2025-0811'],"CVE-2025-0811 - GitLab CE/EE Cross-Site Scripting Vulnerability March 27, 2025 at 01:15PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114234944862819252,2025-03-27T14:48:47.237Z,['CVE-2025-26011'],"CVE-2025-26011 - Telesquare TLR-2005KSH Stack Overflow Vulnerability March 26, 2025 at 08:15PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114234944823205523,2025-03-27T14:48:46.628Z,['CVE-2025-26010'],"CVE-2025-26010 - Telesquare TLR-2005KSH Authentication Bypass March 26, 2025 at 08:15PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114234944784067914,2025-03-27T14:48:46.032Z,['CVE-2025-26008'],"CVE-2025-26008 - Telesquare TLR-2005KSH Stack Overflow Vulnerability March 26, 2025 at 08:15PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114234944756182836,2025-03-27T14:48:45.603Z,['CVE-2025-26007'],"CVE-2025-26007 - Telesquare TLR-2005KSH Stack Overflow Vulnerability in Login Interface March 26, 2025 at 08:15PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114234944729808688,2025-03-27T14:48:45.202Z,['CVE-2025-26006'],"CVE-2025-26006 - Telesquare TLR-2005KSH Stack Overflow Vulnerability March 26, 2025 at 08:15PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114234944703947325,2025-03-27T14:48:44.811Z,['CVE-2025-26005'],"CVE-2025-26005 - Telesquare TLR-2005KSH Stack Overflow Vulnerability March 26, 2025 at 08:15PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114234944650327997,2025-03-27T14:48:43.989Z,['CVE-2024-55964'],"CVE-2024-55964 - Appsmith PostgreSQL Command Execution Vulnerability March 26, 2025 at 08:15PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114234944619086563,2025-03-27T14:48:43.514Z,['CVE-2025-26004'],"CVE-2025-26004 - Telesquare TLR-2005KSH Stack Buffer Overflow March 26, 2025 at 07:15PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114234944588679469,2025-03-27T14:48:43.051Z,['CVE-2025-26003'],"CVE-2025-26003 - Telesquare TLR-2005KSH Command Injection Vulnerability March 26, 2025 at 07:15PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114234707354045477,2025-03-27T13:48:23.135Z,['CVE-2025-30891'],"CVE-2025-30891 - Magepeopleteam WpTravelly PHP Remote File Inclusion Vulnerability March 27, 2025 at 11:15AM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114234707322603650,2025-03-27T13:48:22.656Z,['CVE-2025-30846'],"CVE-2025-30846 - Jetmonsters Restaurant Menu by MotoPress PHP RFI Vulnerability March 27, 2025 at 11:15AM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114234707289103245,2025-03-27T13:48:22.145Z,['CVE-2025-30819'],"CVE-2025-30819 - Igor Benic Simple Giveaways SQL Injection Vulnerability March 27, 2025 at 11:15AM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114234707236082604,2025-03-27T13:48:21.338Z,['CVE-2025-30810'],"CVE-2025-30810 - Smackcoders Lead Form Data Collection to CRM SQL Injection March 27, 2025 at 11:15AM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114234707191851261,2025-03-27T13:48:20.664Z,['CVE-2025-30806'],"CVE-2025-30806 - Vimeotheque SQL Injection March 27, 2025 at 11:15AM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114234707156368419,2025-03-27T13:48:20.119Z,['CVE-2025-30788'],"CVE-2025-30788 - Eli EZ SQL Reports Shortcode Widget and DB Backup CSRF and SQL Injection March 27, 2025 at 11:15AM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114234707109620315,2025-03-27T13:48:19.414Z,['CVE-2025-30784'],"CVE-2025-30784 - WordPress Shuffle WP Subscription Forms SQL Injection Vulnerability March 27, 2025 at 11:15AM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114234707068482399,2025-03-27T13:48:18.780Z,['CVE-2025-30783'],"CVE-2025-30783 - WP Google Review Slider CSRF-Enabled SQL Injection March 27, 2025 at 11:15AM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114234707032559802,2025-03-27T13:48:18.232Z,['CVE-2025-30775'],"CVE-2025-30775 - AmentoTech WPGuppy SQL Injection March 27, 2025 at 11:15AM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114234706985797973,2025-03-27T13:48:17.522Z,['CVE-2025-30772'],"CVE-2025-30772 - WPClever WPC Smart Upsell Funnel for WooCommerce Missing Authorization Privilege Escalation March 27, 2025 at 11:15AM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114233056880259792,2025-03-27T06:48:38.904Z,['CVE-2025-2332'],"CVE-2025-2332 - WordPress Export All Posts, Products, Orders, Refunds & Users PHP Object Injection Vulnerability March 27, 2025 at 06:15AM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114232987800445357,2025-03-27T06:31:04.000Z,['CVE-2025-29927'],"Next.js Middleware Authorization Bypass Vulnerability A critical vulnerability (CVE-2025-29927) in Next.js middleware allows attackers to bypass authorization checks by manipulating the x-middleware-subrequest header. <URL> ch-and-things/nextjs-and-the-corrupt-middleware ,cve ,nextjs"
114232113417428173,2025-03-27T02:48:42.807Z,['CVE-2024-45352'],"CVE-2024-45352 - Xiaomi Smarthome Code Execution Vulnerability March 27, 2025 at 02:15AM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114231406408012048,2025-03-26T23:48:54.701Z,['CVE-2025-2837'],"CVE-2025-2837 - Silicon Labs Gecko OS HTTP Request Handling Stack-based Buffer Overflow Remote Code Execution March 26, 2025 at 10:15PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114231406369725905,2025-03-26T23:48:54.117Z,['CVE-2025-20229'],"CVE-2025-20229 - Splunk Enterprise/Cloud Platform Remote Code Execution Vulnerability March 26, 2025 at 10:15PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114230696028782983,2025-03-26T20:48:15.172Z,['CVE-2024-13146'],"CVE-2024-13146 - Booknetic WordPress CSRF Vulnerability March 26, 2025 at 06:15AM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114230225899198312,2025-03-26T18:48:41.563Z,['CVE-2025-30353'],"CVE-2025-30353 - Directus Information Disclosure Vulnerability March 26, 2025 at 06:15PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114230225870369729,2025-03-26T18:48:41.124Z,['CVE-2025-2783'],"CVE-2025-2783 - Google Chrome Mojo Sandbox Escape Vulnerability March 26, 2025 at 04:15PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114229755976112844,2025-03-26T16:49:11.108Z,['CVE-2025-2825'],"CVE-2025-2825 - CrushFTP Unauthenticated Remote Access Vulnerability March 26, 2025 at 04:15PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114229755934024660,2025-03-26T16:49:10.465Z,['CVE-2025-30524'],"CVE-2025-30524 - Origincode Product Catalog SQL Injection March 26, 2025 at 03:16PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114229755905987757,2025-03-26T16:49:10.064Z,['CVE-2025-28942'],"CVE-2025-28942 - Trust Payments Gateway for WooCommerce SQL Injection March 26, 2025 at 03:16PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114229755866331133,2025-03-26T16:49:09.475Z,['CVE-2025-28939'],"CVE-2025-28939 - WordPress Google Calendar Manager SQL Injection Vulnerability March 26, 2025 at 03:16PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114229755816521265,2025-03-26T16:49:08.668Z,['CVE-2025-28916'],"CVE-2025-28916 - Docpro PHP Remote File Inclusion Vulnerability March 26, 2025 at 03:16PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114229755786258319,2025-03-26T16:49:08.207Z,['CVE-2025-28898'],"CVE-2025-28898 - WP Multistore Locator SQL Injection March 26, 2025 at 03:16PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114229755755823062,2025-03-26T16:49:07.744Z,['CVE-2025-28893'],"CVE-2025-28893 - Visual Text Editor Code Injection Vulnerability March 26, 2025 at 03:16PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114229755722580772,2025-03-26T16:49:07.235Z,['CVE-2025-28873'],"CVE-2025-28873 - Shuffle SQL Injection Vulnerability March 26, 2025 at 03:16PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114229755691073515,2025-03-26T16:49:06.757Z,['CVE-2025-26986'],"CVE-2025-26986 - StylemixThemes Pearl - Corporate Business PHP RFI Vulnerability March 26, 2025 at 03:16PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114229755640716838,2025-03-26T16:49:06.010Z,['CVE-2025-26941'],"CVE-2025-26941 - Andy Moyle Church Admin SQL Injection March 26, 2025 at 03:16PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114229755593594339,2025-03-26T16:49:05.266Z,['CVE-2025-24690'],"CVE-2025-24690 - Formality PHP Remote File Inclusion Vulnerability March 26, 2025 at 03:16PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114229755567423090,2025-03-26T16:49:04.869Z,['CVE-2025-23952'],"CVE-2025-23952 - NTM Custom-Field-List-Widget PHP Remote File Inclusion Vulnerability March 26, 2025 at 03:16PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114229755532627351,2025-03-26T16:49:04.338Z,['CVE-2025-23937'],"CVE-2025-23937 - LinkedIn Lite PHP Remote File Inclusion Vulnerability March 26, 2025 at 03:16PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114229755499105969,2025-03-26T16:49:03.831Z,['CVE-2025-25373'],"CVE-2025-25373 - NASA cFS Aquila Memory Corruption Remote Code Execution March 25, 2025 at 09:15PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114229755452943162,2025-03-26T16:49:03.121Z,['CVE-2024-55030'],"CVE-2024-55030 - NASA Fprime Command Dispatcher Service Command Injection Vulnerability March 25, 2025 at 09:15PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114229755406663135,2025-03-26T16:49:02.415Z,['CVE-2024-55028'],"CVE-2024-55028 - NASA Fprime Template Injection Vulnerability March 25, 2025 at 09:15PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114229755377000531,2025-03-26T16:49:01.962Z,['CVE-2024-48818'],"CVE-2024-48818 - Bodhitree CS101 Remote Code Execution Vulnerability March 25, 2025 at 08:15PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114229282044694760,2025-03-26T14:48:39.485Z,['CVE-2025-27837'],"CVE-2025-27837 - Ghostscript File Path Traversal Vulnerability March 25, 2025 at 09:15PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114229282013808484,2025-03-26T14:48:39.015Z,['CVE-2025-27836'],"CVE-2025-27836 - Ghostscript BJ10V Print Buffer Overflow March 25, 2025 at 09:15PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114229281979992935,2025-03-26T14:48:38.511Z,['CVE-2025-27832'],"CVE-2025-27832 - Ghostscript NPDL Device Buffer Overflow Vulnerability March 25, 2025 at 09:15PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114229281948220534,2025-03-26T14:48:38.014Z,['CVE-2025-27831'],"CVE-2025-27831 - Artifex Ghostscript Text Buffer Overflow Vulnerability March 25, 2025 at 09:15PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114228809927525695,2025-03-26T12:48:35.552Z,['CVE-2025-2110'],"CVE-2025-2110 - WordPress WP Compress Unauthorized Access and Data Manipulation Vulnerability March 26, 2025 at 12:15PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114228572054132697,2025-03-26T11:48:05.886Z,['CVE-2024-13801'],"CVE-2024-13801 - WordPress BWL Advanced FAQ Manager Unauthorized Data Modification and Denial of Service March 26, 2025 at 09:15AM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114227326027821684,2025-03-26T06:31:12.000Z,"['CVE-2025-24071', 'CVE-2025-240']","CVE-2025-24071 Poc NTLM Hash Leak via RAR/ZIP Extraction and .library-ms File <URL> 71_PoC ,poc ,ntlm ,cve"
114225977428929774,2025-03-26T00:48:15.052Z,['CVE-2024-47516'],"CVE-2024-47516 - Pagure Git Argument Injection RCE March 26, 2025 at 12:15AM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
114225036656641462,2025-03-25T20:49:00.040Z,['CVE-2025-30216'],"CVE-2025-30216 - CryptoLib Heap Overflow March 25, 2025 at 08:15PM <URL> ,CVE ,IOC ,CTI ,ThreatIntelligence ,ThreatIntel ,Cybersecurity ,Recon"
